rebalance_date,next_date,holdings,n_holdings,turnover,trade_cost,gross_return,net_return,nav
2025-08-08,2025-08-15,"002837.SZ,300718.SZ,002126.SZ,300395.SZ,600143.SH,600967.SH,002670.SZ,301200.SZ,300757.SZ,002402.SZ",10,0.7,0.0018199999999999998,0.18794672484471753,0.18612672484471754,8.650386841048453
2025-08-15,2025-08-22,"688702.SH,002402.SZ,002837.SZ,300724.SZ,688772.SH,002008.SZ,688709.SH,301200.SZ,300450.SZ,600580.SH",10,0.7,0.0018199999999999998,0.12779932050371193,0.12597932050371194,9.740156697377987
2025-08-22,2025-08-29,"600601.SH,688772.SH,300724.SZ,600021.SH,688235.SH,688709.SH,688676.SH,002402.SZ,002837.SZ,300757.SZ",10,0.5,0.0013,0.14437237037321551,0.14307237037321552,11.133704003878407
2025-08-29,2025-09-05,"600021.SH,688709.SH,300724.SZ,300450.SZ,688235.SH,300857.SZ,002558.SZ,688772.SH,002414.SZ,688172.SH",10,0.5,0.0013,0.1365953579790496,0.1352953579790496,12.640042472715914
2025-09-05,2025-09-12,"600601.SH,300857.SZ,688629.SH,002558.SZ,688120.SH,002202.SZ,301200.SZ,603228.SH,688183.SH,688778.SH",10,0.8,0.00208,0.17058283217871847,0.16850283217871848,14.769925428227838
2025-09-12,2025-09-19,"688629.SH,600601.SH,688120.SH,688347.SH,002335.SZ,002202.SZ,002837.SZ,300857.SZ,301308.SZ,300115.SZ",10,0.5,0.0013,0.11363654764298689,0.1123365476429869,16.429127859779317
2025-09-19,2025-09-26,"688347.SH,300390.SZ,603786.SH,688120.SH,688248.SH,603179.SH,300604.SZ,300450.SZ,002202.SZ,600884.SH",10,0.7,0.0018199999999999998,0.1523430758718203,0.15052307587182032,18.90209071912472
2025-09-26,2025-10-13,"688347.SH,002202.SZ,301358.SZ,600967.SH,603179.SH,002837.SZ,000426.SZ,600021.SH,300748.SZ,301308.SZ",10,0.7,0.0018199999999999998,0.22809868074935863,0.22627868074935864,23.179230870452955
2025-10-13,2025-10-20,"301308.SZ,603786.SH,605358.SH,688336.SH,688578.SH,002738.SZ,600977.SH,300432.SZ,000559.SZ,688676.SH",10,0.9,0.00234,-0.00805373115984731,-0.01039373115984731,22.938312176293433
2025-10-20,2025-10-27,"301308.SZ,688525.SH,688166.SH,301358.SZ,688676.SH,000657.SZ,688183.SH,688336.SH,603786.SH,301200.SZ",10,0.6,0.00156,0.1651604895479753,0.1636004895479753,26.69103127773932
2025-10-27,2025-11-03,"300390.SZ,002202.SZ,688336.SH,688525.SH,301308.SZ,301358.SZ,002756.SZ,000657.SZ,603444.SH,300136.SZ",10,0.5,0.0013,0.15665743947827954,0.15535743947827954,30.837681554083574
2025-11-03,2025-11-10,"300390.SZ,688676.SH,600118.SH,601061.SH,301358.SZ,002756.SZ,300136.SZ,601611.SH,601179.SH,002185.SZ",10,0.6,0.00156,0.09610346303482006,0.09454346303482006,33.753182760171626
2025-11-10,2025-11-17,"300390.SZ,688336.SH,002756.SZ,002080.SZ,600516.SH,000009.SZ,300001.SZ,300751.SZ,300058.SZ,002008.SZ",10,0.8,0.00208,0.06441431083173045,0.06233431083173045,35.85716414590437
2025-11-17,2025-11-24,"300058.SZ,601399.SH,603225.SH,601615.SH,002202.SZ,300748.SZ,688295.SH,600095.SH,600601.SH,603179.SH",10,0.9,0.00234,-0.016676453847495786,-0.019016453847495784,35.1752880388217
2025-11-24,2025-12-01,"002738.SZ,300390.SZ,600118.SH,688702.SH,300751.SZ,300857.SZ,300058.SZ,688608.SH,300458.SZ,000683.SZ",10,0.9,0.00234,0.08793228633129967,0.08559228633129967,38.186021364426466
2025-12-01,2025-12-08,"300751.SZ,300570.SZ,688702.SH,688676.SH,688027.SH,601399.SH,003021.SZ,600118.SH,601179.SH,300748.SZ",10,0.7,0.0018199999999999998,0.1306403159900612,0.12882031599006122,43.10515670299511
2025-12-08,2025-12-15,"300751.SZ,601399.SH,600879.SH,600118.SH,300058.SZ,688387.SH,300570.SZ,000703.SZ,300724.SZ,300037.SZ",10,0.6,0.00156,0.03946867643939056,0.03790867643939056,44.73921614131818
2025-12-15,2025-12-22,"600118.SH,300567.SZ,600498.SH,600879.SH,601106.SH,300136.SZ,002465.SZ,300570.SZ,003031.SZ,002202.SZ",10,0.7,0.0018199999999999998,0.06626719263854877,0.06444719263854877,47.62253302247539
2025-12-22,2025-12-29,"300136.SZ,600118.SH,301611.SZ,300567.SZ,688387.SH,600498.SH,300751.SZ,002465.SZ,600879.SH,601399.SH",10,0.4,0.00104,0.1544675459799229,0.1534275459799229,54.92914139746162
2025-12-29,2026-01-07,"300136.SZ,300567.SZ,301611.SZ,600879.SH,688387.SH,601106.SH,600118.SH,601399.SH,002202.SZ,600498.SH",10,0.2,0.00052,0.19072079554975552,0.19020079554975552,65.37670779012383
2026-01-07,2026-01-14,"688387.SH,002044.SZ,688525.SH,300058.SZ,600879.SH,300751.SZ,688702.SH,300724.SZ,300567.SZ",9,0.7,0.0018199999999999998,0.27423853546592114,0.27241853546592115,83.18653477989285
2026-01-14,2026-01-21,"688525.SH,601212.SH,300567.SZ,300757.SZ,300751.SZ,688172.SH,688702.SH,600497.SH,600988.SH,688347.SH",10,0.55,0.00143,0.17365080318518605,0.17222080318518607,97.51298661387843
2026-01-21,2026-01-28,"300757.SZ,003035.SZ,300751.SZ,688702.SH,688172.SH,002195.SZ,300724.SZ,300058.SZ,000060.SZ,600497.SH",10,0.5,0.0013,0.15732218254575653,0.15602218254575653,112.72717561193089
2026-01-28,2026-02-04,"300757.SZ,688702.SH,300724.SZ,600498.SH,002044.SZ,688525.SH,600032.SH,600435.SH,003035.SZ,603688.SH",10,0.6,0.00156,0.051796197939431056,0.05023619793943106,118.39016031912485
2026-02-04,2026-02-11,"688525.SH,300567.SZ,688702.SH,300017.SZ,603688.SH,300395.SZ,300857.SZ,688295.SH,002429.SZ,688629.SH",10,0.7,0.0018199999999999998,0.0458939324332018,0.0440739324332018,123.60808024578589
2026-02-11,2026-02-26,"688525.SH,000060.SZ,688702.SH,300395.SZ,600487.SH,300567.SZ,002202.SZ,002008.SZ,300857.SZ,000657.SZ",10,0.5,0.0013,0.17616329675932935,0.17486329675932935,145.22259666365574
2026-02-26,2026-03-05,"688525.SH,000060.SZ,002126.SZ,688702.SH,003035.SZ,000960.SZ,000878.SZ,600516.SH,000967.SZ,600118.SH",10,0.7,0.0018199999999999998,0.06890320115295465,0.06708320115295464,154.96459332759818
2026-03-05,2026-03-12,"002432.SZ,688295.SH,688525.SH,600995.SH,688172.SH,300383.SZ,301358.SZ,688180.SH,300677.SZ,300395.SZ",10,0.9,0.00234,0.12949598900397272,0.1271559890039727,174.66926945276734
2026-03-12,2026-03-19,"688525.SH,002432.SZ,603688.SH,688629.SH,000415.SZ,300604.SZ,002837.SZ,600601.SH,002851.SZ,688387.SH",10,0.8,0.00208,-0.008473264484655907,-0.010553264484655907,172.82593845489066
2026-03-19,2026-03-26,"002432.SZ,002756.SZ,002025.SZ,600032.SH,601212.SH,300390.SZ,300751.SZ,300383.SZ,688361.SH,301200.SZ",10,0.9,0.00234,0.09577514647666796,0.09343514647666797,188.973955329391
2026-03-26,2026-04-02,"002432.SZ,002025.SZ,688347.SH,688166.SH,688336.SH,300058.SZ,600879.SH,300395.SZ,300757.SZ,301200.SZ",10,0.7,0.0018199999999999998,0.06268961766380296,0.06086961766380296,200.47672773870764
2026-04-02,2026-04-10,"300390.SZ,002025.SZ,688702.SH,688525.SH,688347.SH,300432.SZ,002432.SZ,000967.SZ,002008.SZ,688361.SH",10,0.7,0.0018199999999999998,0.167584847948878,0.16576484794887802,233.70872202960314
2026-04-10,2026-04-17,"300390.SZ,688702.SH,688525.SH,688180.SH,601991.SH,688347.SH,002025.SZ,600118.SH,601016.SH,003035.SZ",10,0.5,0.0013,0.09134085305852094,0.09004085305852094,254.75205472836532
2026-04-17,2026-04-24,"688702.SH,688347.SH,002432.SZ,002008.SZ,300390.SZ,601991.SH,600032.SH,000960.SZ,300679.SZ,000539.SZ",10,0.6,0.00156,0.09936382396301993,0.09780382396301993,279.66777984323596
2026-04-24,2026-05-06,"000967.SZ,688347.SH,300390.SZ,002008.SZ,688702.SH,603688.SH,600879.SH,601991.SH,300054.SZ,003031.SZ",10,0.5,0.0013,0.1108604217008446,0.10956042170084461,310.30829973899984
2026-05-06,2026-05-13,"300567.SZ,688017.SH,603688.SH,603650.SH,688347.SH,600707.SH,688172.SH,300757.SZ,603156.SH,300054.SZ",10,0.7,0.0018199999999999998,0.16373286398454526,0.16191286398454527,360.55120526791603
2026-05-13,2026-05-20,"688347.SH,688017.SH,688172.SH,603650.SH,300567.SZ,605358.SH,688301.SH,002008.SZ,301200.SZ,002984.SZ",10,0.5,0.0013,0.10698748692012545,0.10568748692012546,398.65695605870434
2026-05-20,2026-05-27,"688301.SH,688347.SH,688322.SH,605358.SH,600707.SH,300757.SZ,002984.SZ,688234.SH,600498.SH,002080.SZ",10,0.6,0.00156,0.08054199275426002,0.07898199275426002,430.1436768735683
2026-05-27,2026-06-03,"300285.SZ,605358.SH,000539.SZ,688347.SH,688017.SH,002984.SZ,300757.SZ,605589.SH,600498.SH,601179.SH",10,0.5,0.0013,0.0862306639668854,0.08493066396688541,466.6760649515979
2026-06-03,2026-06-10,"688017.SH,605358.SH,600707.SH,688322.SH,601991.SH,601179.SH,603650.SH,002080.SZ,000400.SZ,002353.SZ",10,0.7,0.0018199999999999998,0.05536524506487456,0.053545245064874555,491.6643492153425
2026-06-10,2026-06-12,"688347.SH,300567.SZ,000733.SZ,002984.SZ,601179.SH,600498.SH,688301.SH,601666.SH,600879.SH,601016.SH",10,0.9,0.00234,-0.025171512245826977,-0.02751151224582698,478.13791945106806
