,original
total_return,0.4312096420562701
annual_return,0.2872122923876963
annual_volatility,0.2531886701065675
sharpe_ratio,1.1343805086807723
max_drawdown,-0.18883405353314928
calmar_ratio,1.5209772126047012
win_rate,0.5571428571428572
periods,71.0
