,mined
total_return,480.21109270347023
annual_return,81.40508684565705
annual_volatility,0.4909372580643959
sharpe_ratio,165.81566281322898
max_drawdown,-0.046954801493087985
calmar_ratio,1733.6903630109127
win_rate,0.8985507246376812
periods,70.0
