trade_date,code
20240628,300395.SZ
20240628,603816.SH
20240628,300002.SZ
20240628,002432.SZ
20240628,000728.SZ
20240628,000738.SZ
20240628,600862.SH
20240628,688180.SH
20240628,000703.SZ
20240628,601198.SH
20240628,601997.SH
20240628,603338.SH
20240628,000960.SZ
20240628,603345.SH
20240628,002155.SZ
20240628,002595.SZ
20240628,688188.SH
20240628,600863.SH
20240628,601696.SH
20240628,601162.SH
20240628,300037.SZ
20240628,300724.SZ
20240628,300866.SZ
20240628,600038.SH
20240628,600521.SH
20240628,000921.SZ
20240628,603939.SH
20240628,002472.SZ
20240628,300001.SZ
20240628,002984.SZ
20240628,002294.SZ
20240628,600141.SH
20240628,600549.SH
20240628,600699.SH
20240628,002407.SZ
20240628,300699.SZ
20240628,600546.SH
20240628,002850.SZ
20240628,002262.SZ
20240628,600820.SH
20240628,600895.SH
20240628,600369.SH
20240628,301358.SZ
20240628,600872.SH
20240628,300285.SZ
20240628,002195.SZ
20240628,002064.SZ
20240628,000021.SZ
20240628,603589.SH
20240628,603087.SH
20240628,601000.SH
20240628,600021.SH
20240628,300073.SZ
20240628,300146.SZ
20240628,600486.SH
20240628,000513.SZ
20240628,601966.SH
20240628,300058.SZ
20240628,002756.SZ
20240628,600704.SH
20240628,603179.SH
20240628,600153.SH
20240628,600155.SH
20240628,000830.SZ
20240628,300114.SZ
20240628,688065.SH
20240628,300529.SZ
20240628,600118.SH
20240628,600583.SH
20240628,002558.SZ
20240628,002152.SZ
20240628,601156.SH
20240628,000591.SZ
20240628,000623.SZ
20240628,600970.SH
20240628,300373.SZ
20240628,002025.SZ
20240628,300144.SZ
20240628,002439.SZ
20240628,002385.SZ
20240628,600380.SH
20240628,601216.SH
20240628,000729.SZ
20240628,605358.SH
20240628,600143.SH
20240628,300251.SZ
20240628,000723.SZ
20240628,600998.SH
20240628,600637.SH
20240628,000519.SZ
20240628,600282.SH
20240628,600516.SH
20240628,300383.SZ
20240628,300677.SZ
20240628,000636.SZ
20240628,300024.SZ
20240628,600763.SH
20240628,600392.SH
20240628,000818.SZ
20240628,002958.SZ
20240628,601665.SH
20240628,600909.SH
20240628,002044.SZ
20240628,600008.SH
20240628,000883.SZ
20240628,600566.SH
20240628,688213.SH
20240628,600867.SH
20240628,601016.SH
20240628,600511.SH
20240628,000629.SZ
20240628,601456.SH
20240628,300088.SZ
20240628,000997.SZ
20240628,600170.SH
20240628,600582.SH
20240628,600498.SH
20240628,600499.SH
20240628,601933.SH
20240628,600129.SH
20240628,600535.SH
20240628,601991.SH
20240628,600004.SH
20240628,002120.SZ
20240628,000598.SZ
20240628,600580.SH
20240628,000750.SZ
20240628,000060.SZ
20240628,002261.SZ
20240628,603000.SH
20240628,300568.SZ
20240628,300118.SZ
20240628,300567.SZ
20240628,002430.SZ
20240628,603486.SH
20240628,002429.SZ
20240628,603658.SH
20240628,002939.SZ
20240628,600166.SH
20240628,603156.SH
20240628,600325.SH
20240628,603228.SH
20240628,600816.SH
20240628,601231.SH
20240628,600673.SH
20240628,300765.SZ
20240628,300487.SZ
20240628,603568.SH
20240628,603927.SH
20240628,002508.SZ
20240628,000893.SZ
20240628,600754.SH
20240628,300601.SZ
20240628,000027.SZ
20240628,601636.SH
20240628,000998.SZ
20240628,002926.SZ
20240628,603290.SH
20240628,002624.SZ
20240628,603298.SH
20240628,688052.SH
20240628,600737.SH
20240628,002653.SZ
20240628,600563.SH
20240628,002497.SZ
20240628,601866.SH
20240628,603077.SH
20240628,300253.SZ
20240628,300604.SZ
20240628,002299.SZ
20240628,002065.SZ
20240628,002056.SZ
20240628,600131.SH
20240628,002500.SZ
20240628,601958.SH
20240628,688385.SH
20240628,688772.SH
20240628,300390.SZ
20240628,002414.SZ
20240628,688002.SH
20240628,300009.SZ
20240628,300763.SZ
20240628,600373.SH
20240628,600655.SH
20240628,603893.SH
20240628,002507.SZ
20240628,688114.SH
20240628,002368.SZ
20240628,601611.SH
20240628,600707.SH
20240628,002372.SZ
20240628,603885.SH
20240628,000887.SZ
20240628,603379.SH
20240628,002831.SZ
20240628,002203.SZ
20240628,688390.SH
20240628,603225.SH
20240628,600755.SH
20240628,688521.SH
20240628,600859.SH
20240628,601880.SH
20240628,600995.SH
20240628,600801.SH
20240628,600329.SH
20240628,600884.SH
20240628,002683.SZ
20240628,600416.SH
20240628,600390.SH
20240628,300070.SZ
20240628,600435.SH
20240628,300296.SZ
20240628,002019.SZ
20240628,002506.SZ
20240628,002244.SZ
20240628,000050.SZ
20240628,600483.SH
20240628,600739.SH
20240628,601098.SH
20240628,601598.SH
20240628,300748.SZ
20240628,600598.SH
20240628,300803.SZ
20240628,600399.SH
20240628,600901.SH
20240628,002568.SZ
20240628,002572.SZ
20240628,000155.SZ
20240628,002487.SZ
20240628,300676.SZ
20240628,600848.SH
20240628,002080.SZ
20240628,002240.SZ
20240628,001286.SZ
20240628,002373.SZ
20240628,002557.SZ
20240628,002936.SZ
20240628,603712.SH
20240628,300595.SZ
20240628,002268.SZ
20240628,000563.SZ
20240628,600968.SH
20240628,603883.SH
20240628,603858.SH
20240628,601928.SH
20240628,688017.SH
20240628,000778.SZ
20240628,688301.SH
20240628,688538.SH
20240628,601212.SH
20240628,600258.SH
20240628,300558.SZ
20240628,600271.SH
20240628,600528.SH
20240628,600062.SH
20240628,688234.SH
20240628,603688.SH
20240628,600977.SH
20240628,601155.SH
20240628,002531.SZ
20240628,000709.SZ
20240628,000739.SZ
20240628,002408.SZ
20240628,600959.SH
20240628,688005.SH
20240628,600378.SH
20240628,688220.SH
20240628,601118.SH
20240628,688536.SH
20240628,603444.SH
20240628,000825.SZ
20240628,603882.SH
20240628,603737.SH
20240628,688331.SH
20240628,600056.SH
20240628,688200.SH
20240628,000987.SZ
20240628,601399.SH
20240628,601019.SH
20240628,603456.SH
20240628,600906.SH
20240628,600517.SH
20240628,600612.SH
20240628,002266.SZ
20240628,300212.SZ
20240628,600316.SH
20240628,000937.SZ
20240628,603650.SH
20240628,600871.SH
20240628,688567.SH
20240628,603529.SH
20240628,600925.SH
20240628,002423.SZ
20240628,688063.SH
20240628,000032.SZ
20240628,603728.SH
20240628,601965.SH
20240628,001227.SZ
20240628,688297.SH
20240628,601298.SH
20240628,600208.SH
20240628,600098.SH
20240628,688516.SH
20240628,601608.SH
20240628,002607.SZ
20240628,603233.SH
20240628,600578.SH
20240628,600663.SH
20240628,002670.SZ
20240628,600022.SH
20240628,688561.SH
20240628,300438.SZ
20240628,601106.SH
20240628,300357.SZ
20240628,600500.SH
20240628,300776.SZ
20240628,003031.SZ
20240628,600377.SH
20240628,600967.SH
